fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
17,344.251953,352.251953,56.961643,64.961643,-11.0,60.9
18,344.98642,352.98642,58.259239,66.259239,-11.0,62.2
19,344.921143,352.921143,58.920631,66.920631,-11.0,62.9
20,344.423157,352.423157,59.328506,67.328506,-11.0,63.3
21,344.120239,352.120239,59.393532,67.393532,-11.0,63.3
22,344.005737,352.005737,59.542164,67.542164,-11.0,63.5
24,344.413788,352.413788,59.46347,67.46347,-11.0,63.4
25,344.634674,352.634674,59.352867,67.352867,-11.0,63.3
26,345.025116,353.025116,59.32663,67.32663,-10.0,63.3
27,345.403564,353.403564,59.237686,67.237686,-10.0,63.2
28,346.085693,354.085693,59.181026,67.181026,-9.9,63.1
29,346.858459,354.858459,58.893173,66.893173,-9.1,62.8
30,347.503113,355.503113,58.666084,66.666084,-8.4,62.6
31,348.601501,356.601501,58.627033,66.627033,-7.3,62.6
32,349.853058,357.853058,58.729435,66.729435,-6.1,62.7
33,350.871735,358.871735,58.774059,66.774059,-5.1,62.7
34,351.87326,359.87326,59.974022,67.974022,-4.1,63.9
35,352.795105,0.795105,61.02948,69.02948,-3.2,65.0
36,353.810913,1.810913,61.787956,69.787956,-2.1,65.7
37,354.528809,2.528809,61.874588,69.874588,-1.4,65.8
38,355.799194,3.799194,62.689384,70.689384,-0.2,66.6
39,357.20272,5.20272,63.647087,71.647087,1.2,67.6
40,358.189513,6.189513,64.566597,72.566597,2.18,68.5
41,359.14497,7.14497,65.416351,73.416351,3.14,69.4
42,0.526138,8.526138,66.444267,74.444267,4.52,70.4
43,1.6095,9.6095,67.16404,75.16404,5.6,71.1
44,2.211033,10.211033,67.770599,75.770599,6.21,71.7
45,3.249943,11.249943,68.073822,76.073822,7.24,72.0
46,3.132455,11.132455,68.56263,76.56263,7.13,72.5
47,3.325182,11.325182,68.889084,76.889084,7.32,72.8
