fid,lon_east,lon_west,lat_south,lat_north,center_lon,center_lat
19,344.694794,352.694794,55.862133,63.862133,-11.0,59.8
20,347.08783,355.08783,57.473804,65.473804,-8.9,61.4
21,349.179626,357.179626,58.787777,66.787777,-6.8,62.7
22,351.617859,359.617859,60.003601,68.003601,-4.3,64.0
23,353.960938,1.960938,61.196167,69.196167,-2.0,65.1
24,356.216989,4.216989,62.135651,70.135651,0.21,66.1
25,358.370204,6.370204,62.885674,70.885674,2.37,66.8
26,1.04704,9.04704,63.659348,71.659348,5.04,67.6
27,4.014145,12.014145,64.185196,72.185196,8.01,68.1
28,6.822242,14.822242,64.611519,72.611519,10.8,68.6
29,9.882301,17.882301,65.027763,73.027763,13.8,69.0
30,14.587618,22.587618,65.422516,73.422516,18.5,69.4
31,19.842791,27.842791,65.581749,73.581749,23.8,69.5
32,25.564611,33.564611,65.201813,73.201813,29.5,69.2
33,34.34848,42.34848,64.234657,72.234657,38.3,68.2
34,41.526115,49.526115,63.734039,71.734039,45.5,67.7
35,45.263176,53.263176,63.496185,71.496185,49.2,67.4
36,47.102997,55.102997,63.405968,71.405968,51.1,67.4
37,48.371883,56.371883,63.252266,71.252266,52.3,67.2
38,49.763702,57.763702,62.855476,70.855476,53.7,66.8
39,50.92128,58.92128,62.348549,70.348549,54.9,66.3
40,51.80761,59.80761,61.905151,69.905151,55.8,65.9
41,52.866322,60.866322,61.720818,69.720818,56.8,65.7
42,53.961193,61.961193,61.512444,69.512444,57.9,65.5
43,55.304405,63.304405,61.2901,69.2901,59.3,65.2
44,55.313599,63.313599,61.363426,69.363426,59.3,65.3
45,55.33564,63.33564,61.553391,69.553391,59.3,65.5
46,54.879787,62.879787,61.228851,69.228851,58.8,65.2
47,55.145435,63.145435,60.639946,68.639946,59.1,64.6
48,55.523842,63.523842,60.07869,68.07869,59.5,64.0
49,56.774952,64.774952,59.745209,67.745209,60.7,63.7
50,57.972351,65.972351,59.310146,67.310146,61.9,63.3
51,58.228477,66.228477,58.888226,66.888226,62.2,62.8
52,58.378593,66.378593,58.421379,66.421379,62.3,62.4
53,58.840633,66.840633,58.11562,66.11562,62.8,62.1
54,58.8055,66.8055,57.611912,65.611912,62.8,61.6
55,58.65469,66.65469,57.046944,65.046944,62.6,61.0
56,58.482285,66.482285,56.512066,64.512066,62.4,60.5
57,58.405792,66.405792,56.118786,64.118786,62.4,60.1
58,57.709526,65.709526,55.595116,63.595116,61.7,59.5
59,57.312107,65.312107,55.054516,63.054516,61.3,59.0
60,56.996063,64.996063,54.568062,62.568062,60.9,58.5
61,57.23288,65.23288,54.005947,62.005947,61.2,58.0
62,56.900944,64.900944,53.578178,61.578178,60.9,57.5
63,56.522533,64.522533,53.328228,61.328228,60.5,57.3
64,56.414776,64.414776,53.096878,61.096878,60.4,57.0
65,56.159523,64.159523,53.039536,61.039536,60.1,57.0
66,55.117565,63.117565,52.782806,60.782806,59.1,56.7
67,53.745743,61.745743,52.182049,60.182049,57.7,56.1
68,51.915745,59.915745,50.949028,58.949028,55.9,54.9
